artist,album,track,listen_date,genre
HAPPY TRENDY,Old Friends,Skinny Ghost,"24 May 2018, 12:59","indie,chill,synth,experimental,electro,synthpop,electronic,pop,Lo-Fi,BIRP"
Spencer Tweedy,Geezer Love,Geezer Love,"24 May 2018, 12:56","alternative,electric folk"
Tangled Hair,Two EPs,Just Like That,"24 May 2018, 12:53","math rock,math pop,indie,indie rock,seen live,UK,BSM,big scary monsters,british,emo"
Why Not,Spring Cleaning,Pink Hat,"24 May 2018, 12:49","alternative,french,rock,punk,math rock,hardcore,emo,france,under 2000 listeners,punk hardcore"
Show Me The Body,Body War,Metallic Taste,"24 May 2018, 12:45","noise rock,hardcore,punk,Hip-Hop,no wave,post-hardcore,industrial hip hop,post-punk,punk rock,digital hardcore"
Bobby,Bobby,Sore Spores,"24 May 2018, 12:41","synthpop,swedish,seen live,electropop,synth pop,Hip-Hop,vervex,pop,ambient pop,download"
The Decemberists,Her Majesty the Decemberists,Red Right Ankle,"24 May 2018, 12:37","indie,indie rock,folk,seen live,alternative,indie pop,rock,indie folk,folk rock,favorites"
Mitski,Puberty 2,Your Best American Girl,"24 May 2018, 12:33","seen live,indie rock,indie,dream pop,indie pop,female vocalists,rock,singer-songwriter,Garage Rock,art pop"
Into It. Over It.,52 Weeks,Pinky Swear,"24 May 2018, 12:31","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"24 May 2018, 12:28","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Ed Sheeran,x (Deluxe Edition),Thinking Out Loud,"24 May 2018, 01:44","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Adele,21,Someone Like You,"24 May 2018, 01:39","soul,female vocalists,british,singer-songwriter,indie,pop,Adele,jazz,acoustic,female vocalist"
Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Perfect Symphony (Ed Sheeran & Andrea Bocelli),"24 May 2018, 01:36","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Mumford & Sons,Babel,I Will Wait,"24 May 2018, 01:31","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,rock"
Hozier,Hozier,Someone New,"24 May 2018, 01:27","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
Japanese Breakfast,Psychopomp,In Heaven,"24 May 2018, 01:26","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
The Hotelier,Goodness,Piano Player,"23 May 2018, 21:39","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Owl City,Ultraviolet,Beautiful Times,"23 May 2018, 21:35","electronic,indie,powerpop,electronica,cute,pop,synthpop,electropop,american,Owl City"
The Front Bottoms,Back On Top,2YL,"23 May 2018, 21:31","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Kid Astray,Taking You with Me EP,No Easy Way Out,"23 May 2018, 21:30","indie,indie pop,norwegian,pop,Norway,female vocalists,seen live,electropop,rock,Norge"
Kings of Leon,Come Around Sundown,Radioactive,"23 May 2018, 21:27","rock,indie,indie rock,alternative,seen live,Southern Rock,alternative rock,american,Garage Rock,kings of leon"
The Front Bottoms,Going Grey,Vacation Town,"23 May 2018, 21:23","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
The Strokes,First Impressions of Earth,You Only Live Once,"23 May 2018, 21:20","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
The Wonder Years,No Closer To Heaven,I Don't Like Who I Was Then,"23 May 2018, 21:16","pop punk,melodic hardcore,seen live,punk,beardcore,melodic punk,Easycore,punk rock,hardcore,Pop-punk"
Sorority Noise,You're Not As _____ As You Think,Disappeared,"23 May 2018, 21:13","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
blink-182,California,She's out of Her Mind,"23 May 2018, 21:10","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Gramatik,The Age of Reason,Torture (feat. Eric Krasno),"23 May 2018, 21:07","Hip-Hop,funk,downtempo,chillout,instrumental hip-hop,electronic,seen live,trip-hop,dubstep,instrumental"
Japanese Breakfast,Psychopomp,Triple 7,"23 May 2018, 20:26","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,Moon on the Bath,"23 May 2018, 20:24","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,Heft,"23 May 2018, 20:21","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,Jane Cum,"23 May 2018, 20:17","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,Psychopomp,"23 May 2018, 20:16","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,Everybody Wants To Love You,"23 May 2018, 20:14","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,Rugged Country,"23 May 2018, 20:11","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,The Woman That Loves You,"23 May 2018, 20:08","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"23 May 2018, 20:04","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"23 May 2018, 20:00","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Tauk,Collisions,Friction,"23 May 2018, 17:56","Progressive rock,Jazz Rock,instrumental,post-rock,Fusion,seen live,jazz,rock,under 2000 listeners,great discovery"
Mount Kimbie,Love What Survives,Blue Train Lines,"23 May 2018, 17:55","dubstep,electronic,ambient,experimental,minimal,seen live,post-dubstep,idm,british,future garage"
Perfume Genius,No Shape,Slip Away,"23 May 2018, 17:52","singer-songwriter,ambient,indie,experimental,seen live,Lo-Fi,indie pop,chamber pop,american,pure"
Charly Bliss,Guppy,Glitter,"23 May 2018, 17:47","indie,power pop,seen live,indie rock,indie pop,female vocalists,electropop,pop,rock,alternative"
Manchester Orchestra,A Black Mile to the Surface,The Gold,"23 May 2018, 17:43","indie rock,seen live,indie,alternative,rock,atlanta,alternative rock,american,emo,georgia"
Charly Bliss,Guppy,Ruby,"23 May 2018, 17:41","indie,power pop,seen live,indie rock,indie pop,female vocalists,electropop,pop,rock,alternative"
Citizen,Everybody Is Going to Heaven,Yellow Love,"23 May 2018, 17:37","pop punk,emo,melodic hardcore,punk,hardstyle,post-hardcore,grindcore,seen live,House,alternative rock"
(Sandy) Alex G,Rocket,Bobby,"23 May 2018, 17:33","seen live,Lo-Fi,indie pop,indie rock,baroque pop,USA,indie folk,electronic,indie,pop"
Field Report,Field Report,I Am Not Waiting Anymore,"23 May 2018, 17:29","folk,americana,rock,indie rock,seen live,folk rock,singer-songwriter,wisconsin,All,male vocalists"
Belly,King,Super-Connected,"23 May 2018, 17:28","alternative,female vocalists,indie,90s,4ad,seen live,rock,indie rock,alternative rock,dream pop"
Charly Bliss,Guppy,Percolator,"23 May 2018, 17:25","indie,power pop,seen live,indie rock,indie pop,female vocalists,electropop,pop,rock,alternative"
This Is the Kit,Moonshine Freeze,By My Demon Eye,"23 May 2018, 17:23","seen live,folk,singer-songwriter,female vocalists,indie,New Weird America,british,indie folk,00s,indie pop"
BROCKHAMPTON,SATURATION III,BLEACH,"23 May 2018, 17:22","Hip-Hop,rap,hip hop,boyband,seen live,experimental hip hop,alternative rnb,texas,pop rap,pop"
Queens of the Stone Age,Villains,Domesticated Animals,"23 May 2018, 17:21","Stoner Rock,rock,alternative rock,seen live,hard rock,alternative,stoner,desert rock,metal,indie"
Citizen,Youth,Sleep,"23 May 2018, 17:18","pop punk,emo,melodic hardcore,punk,hardstyle,post-hardcore,grindcore,seen live,House,alternative rock"
STL GLD,Torch Song,I Can't Breathe,"23 May 2018, 17:17","Hip-Hop,east coast hip-hop"
Citizen,As You Please,Jet,"23 May 2018, 17:13","pop punk,emo,melodic hardcore,punk,hardstyle,post-hardcore,grindcore,seen live,House,alternative rock"
Jazmine Sullivan,Insecure,Insecure,"23 May 2018, 17:12","rnb,soul,female vocalists,Neo-Soul,Neo Soul,jazmine sullivan,r&b,american,00s,jazz"
Daniel Caesar,Freudian,Get You (feat. Kali Uchis),"23 May 2018, 17:08","rnb,soul,Canadian,Neo-Soul,canada,gospel,indie,experimental,toronto,alternative rnb"
Paramore,RIOT!,Misery Business,"23 May 2018, 17:07","rock,pop punk,alternative,female vocalists,emo,seen live,alternative rock,punk,Paramore,pop rock"
Taylor Bennett,Only Difference,Only Difference,"23 May 2018, 17:04","chicago,hip hop,Illinois,Hip-Hop,rap,underground,chicago rap,chance the rapper,Taylor Bennett"
The Menzingers,After the Party,After the Party,"23 May 2018, 17:00","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
Pussy Riot,xxx,Make America Great Again,"23 May 2018, 16:57","punk,russian,riot grrrl,female vocalists,punk rock,antisexism,political,attention whore,Russia,not punk"
"Tyler, the Creator",Goblin,Tron Cat,"23 May 2018, 15:18","Hip-Hop,rap,ofwgkta,underground hip-hop,swag,seen live,hip hop,alternative hip-hop,Horrorcore,experimental hip-hop"
Manchester Orchestra,Simple Math,Simple Math,"23 May 2018, 15:13","indie rock,seen live,indie,alternative,rock,atlanta,alternative rock,american,emo,georgia"
Alvvays,Antisocialites,Dreams Tonite,"23 May 2018, 15:10","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Thee Oh Sees,Carrion Crawler / The Dream,The Dream,"23 May 2018, 15:03","Garage Rock,Lo-Fi,seen live,psychedelic,garage,Stoner Rock,Psychedelic Rock,rock,noise rock,Garage Punk"
St. Vincent,Strange Mercy,Cruel,"23 May 2018, 14:40","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
Maggie Rogers,Now That The Light Is Fading,Dog Years,"23 May 2018, 14:35","pop,seen live,folk,singer-songwriter,indie pop,female vocalists,electronic,indie,synthpop,folktronica"
Khalid,American Teen,Location,"23 May 2018, 14:32","pop,soul,alternative,rnb,seen live,alternative rnb,american,electronic,USA,Khalid"
Weakened Friends,Gloomy Tunes,Main Bitch,"23 May 2018, 14:30","female vocalists,rock,indie rock,USA,10s,female guitarists"
Weakened Friends,Crushed,95,"23 May 2018, 14:27","female vocalists,rock,indie rock,USA,10s,female guitarists"
Royal Blood,How Did We Get So Dark?,I Only Lie When I Love You,"23 May 2018, 14:24","rock,alternative rock,Garage Rock,seen live,blues rock,hard rock,Rock and Roll,british,Stoner Rock,alternative"
Leikeli47,Leikeli47,I'm Through,"23 May 2018, 14:21","rap,Hip-Hop,female rapper,seen live,female vocalists,Left-Field Hip-Hop,Brooklyn,hiphop,east coast rap,All"
Pond,The Weather,Paint Me Silver,"23 May 2018, 14:17","psychedelic,indie rock,Psychedelic Rock,indie,Grunge,seen live,australian,rock,portland,Neo-Psychedelia"
This Is the Kit,Moonshine Freeze,Bullet Proof,"23 May 2018, 14:13","seen live,folk,singer-songwriter,female vocalists,indie,New Weird America,british,indie folk,00s,indie pop"
Belly,Star,Feed the Tree,"23 May 2018, 14:10","alternative,female vocalists,indie,90s,4ad,seen live,rock,indie rock,alternative rock,dream pop"
Zola Jesus,Okovi,Exhumed,"23 May 2018, 14:04","Lo-Fi,psychedelic,ambient,noise,noise pop,seen live,experimental,female vocalists,electronic,darkwave"
The National,Boxer,Fake Empire,"23 May 2018, 14:01","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
Khalid,American Teen,Young Dumb & Broke,"23 May 2018, 13:58","pop,soul,alternative,rnb,seen live,alternative rnb,american,electronic,USA,Khalid"
St. Vincent,Masseduction,Masseduction,"23 May 2018, 13:54","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
Julien Baker,Turn Out the Lights,Turn Out the Lights,"23 May 2018, 13:50","indie,singer-songwriter,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
Lillie Mae,Forever and Then Some,Forever and Then Some,"23 May 2018, 13:45","country,bluegrass,indie,female vocalists,singer-songwriter,us,All"
Alvvays,Alvvays,Adult Diversion,"23 May 2018, 13:18","dream pop,indie pop,seen live,Lo-Fi,indie,Canadian,pop,female vocalists,indie rock,canada"
Mount Kimbie,Love What Survives,Blue Train Lines,"23 May 2018, 13:14","dubstep,electronic,ambient,experimental,minimal,seen live,post-dubstep,idm,british,future garage"
BROCKHAMPTON,SATURATION,GOLD,"23 May 2018, 13:10","Hip-Hop,rap,hip hop,boyband,seen live,experimental hip hop,alternative rnb,texas,pop rap,pop"
Marshmello,Silence,Silence,"23 May 2018, 13:07","dance,electronic,trap,EDM,rap,seen live,pop,rnb,future bass,emo"
Queens of the Stone Age,Songs for the Deaf,No One Knows,"23 May 2018, 13:02","Stoner Rock,rock,alternative rock,seen live,hard rock,alternative,stoner,desert rock,metal,indie"
Julien Baker,Distant Solar Systems,Distant Solar Systems,"23 May 2018, 12:57","indie,singer-songwriter,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
Eminem,Revival,River (feat. Ed Sheeran),"23 May 2018, 12:53","rap,Hip-Hop,Eminem,hip hop,pop,american,detroit,seen live,hiphop,Gangsta Rap"
Dirty Projectors,Dirty Projectors,Keep Your Name,"23 May 2018, 12:49","experimental,seen live,indie,freak folk,folk,indie rock,indie pop,american,Avant-Garde,new york"
Noname,Telefone,Diddy Bop (feat. Cam O'bi & Raury),"23 May 2018, 12:45","Hip-Hop,hip hop,seen live,rap,soul,jazz rap,street punk,hiphop,chicago,conscious hip-hop"
Into It. Over It.,52 Weeks,Anchor,"23 May 2018, 02:03","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"23 May 2018, 01:50","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Japanese Breakfast,Psychopomp,In Heaven,"22 May 2018, 22:49","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"22 May 2018, 22:39","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:42","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:39","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:36","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:33","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:31","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:28","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:08","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:05","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:03","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 21:00","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:57","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:54","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:32","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:29","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:26","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:24","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:21","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:18","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Into It. Over It.,52 Weeks,Anchor,"22 May 2018, 20:15","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
