artist,album,track,listen_date,genre
Hippo Campus,Bambi,Bambi,"24 Mar 2019, 14:33","indie pop,indie,pop,Minnesota,indie rock,Minneapolis,seen live,rock,USA,american"
Lana Del Rey,Lust for Life,Love,"24 Mar 2019, 14:28","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
The Strokes,Comedown Machine,Tap Out,"24 Mar 2019, 14:23","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Darwin Deez,Darwin Deez,Radar Detector,"24 Mar 2019, 14:19","indie,indie pop,seen live,electronic,experimental,pop,american,alternative,indie rock,USA"
Bellows,Fist & Palm,Orange Juice,"24 Mar 2019, 14:17","experimental,drone,Lo-Fi,abstract,electronic,seen live,pop,ambient,indie pop,field recordings"
Mustard Service,Zest Pop,Get Fucked,"23 Mar 2019, 20:22",indie
Cage the Elephant,Thank You Happy Birthday,Flow,"23 Mar 2019, 20:19","indie rock,alternative,rock,indie,punk rock,seen live,alternative rock,Garage Rock,american,punk"
Chris Staples,Room Full of Strangers,Room Full of Strangers,"23 Mar 2019, 20:16","seen live,folk,singer-songwriter,Christian Indie,indie,acoustic,american,emo,indie rock,Lo-Fi"
The Hold Steady,The Stove & The Toaster b/w Star 18,The Stove & The Toaster,"23 Mar 2019, 18:47","seen live,indie rock,rock,indie,alternative,alternative rock,new york,post-punk,american,Minnesota"
Bo En,Pale Machine Expansion Pack Singles,Money Won't Pay,"23 Mar 2019, 18:43","electronic,experimental,pop,japanese,Introverted Maximalist Pop,art pop,electropop,vocal,british,england"
The Voidz,Virtue,Lazy Boy,"23 Mar 2019, 18:40","Experimental Rock,indie rock,Neo-Psychedelia,synth punk,hypnagogic pop,alternative rock,experimental,art rock,rock,new york"
Better Off,Reap What You Sow,Bad Habit,"23 Mar 2019, 18:36","emo,pop punk,hardcore,seen live,alternative rock,Pop-punk,beatdown hardcore,american,beatdown,metalcore"
Fire is Motion,"Still, I Try",Ringside,"23 Mar 2019, 18:31","folk,acoustic,indie,indie folk,discover,cap'n jazz,BIRP"
Mourners,American Sign Language,American Sign Language,"23 Mar 2019, 18:28",
lunar vacation,Swell,Blue Honey,"23 Mar 2019, 18:25","indie,female vocalists,dream pop,rock"
Paul Baribeau,Paul Baribeau,Never Get to Know,"23 Mar 2019, 18:23","folk punk,folk,acoustic,singer-songwriter,seen live,plan-it-x,indie,Lo-Fi,Michigan,punk"
Touché Amoré,Stage Four (Deluxe Edition),New Halloween,"23 Mar 2019, 18:19","screamo,hardcore,post-hardcore,melodic hardcore,seen live,hardcore punk,emo,american,punk,real screamo"
Closebye,Drive Safe,Drive Safe,"23 Mar 2019, 18:15",
jank,Awkward Pop Songs,Wut I Liek Abt U,"23 Mar 2019, 18:12","emo,weed pop,math rock,indie,punk,indie rock,alternative rock,midwest emo,pop,rock"
The National,Trouble Will Find Me,I Need My Girl,"23 Mar 2019, 17:55","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
Dawes,North Hills,When My Time Comes,"23 Mar 2019, 17:49","seen live,folk,indie,indie rock,folk rock,acoustic,California,rock,americana,american"
Matchbox Twenty,Yourself or Someone Like You,3AM,"23 Mar 2019, 17:46","rock,alternative rock,alternative,90s,pop,pop rock,seen live,matchbox twenty,american,indie"
John Mayer,Where The Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007","23 Mar 2019, 17:41","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
Lord Huron,Strange Trails,The Night We Met,"22 Mar 2019, 21:39","folk,seen live,psychedelic,indie,indie pop,lionkingcore,indie folk,american,singer-songwriter,pop"
Fall Out Boy,From Under the Cork Tree,"A Little Less Sixteen Candles, a Little More ""Touch Me""","22 Mar 2019, 21:36","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Mom Jeans.,Best Buds,Scott Pilgrim V. My Gpa,"22 Mar 2019, 21:32","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Hozier,Hozier (Expanded Edition),Jackie and Wilson,"22 Mar 2019, 21:27","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
Say Anything,Is A Real Boy,The Futile,"22 Mar 2019, 21:22","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Pixies,Surfer Rosa (Remastered),Where Is My Mind?,"21 Mar 2019, 19:07","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Dawes,Nothing Is Wrong,A Little Bit Of Everything,"21 Mar 2019, 19:01","seen live,folk,indie,indie rock,folk rock,acoustic,California,rock,americana,american"
Taylor Swift,Speak Now (Deluxe Edition),Ours,"21 Mar 2019, 18:57","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
Japanese Breakfast,Soft Sounds From Another Planet,Boyish,"21 Mar 2019, 18:53","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Queen,A Night At The Opera (Deluxe Remastered Version),Love Of My Life - Remastered 2011,"21 Mar 2019, 18:50","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
Japanese Breakfast,Soft Sounds From Another Planet,This House,"21 Mar 2019, 18:47","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Queen,The Game (Deluxe Remastered Version),Crazy Little Thing Called Love - Remastered 2011,"21 Mar 2019, 18:44","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
Mitski,Bury Me at Makeout Creek,Townie,"21 Mar 2019, 18:41","seen live,indie rock,indie,dream pop,indie pop,female vocalists,rock,singer-songwriter,Garage Rock,art pop"
Julien Baker,Sprained Ankle,Sprained Ankle,"21 Mar 2019, 18:37","indie,singer-songwriter,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
Fleetwood Mac,Fleetwood Mac,Landslide,"21 Mar 2019, 18:34","classic rock,rock,70s,blues,pop,blues rock,soft rock,80s,female vocalists,british"
The Hotelier,Goodness,Piano Player,"21 Mar 2019, 17:24","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Killers,Day & Age,Spaceman,"21 Mar 2019, 17:19","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
The Hotelier,"Home, Like Noplace Is There",Discomfort Revisited,"21 Mar 2019, 17:15","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Macklemore & Ryan Lewis,The Heist,Ten Thousand Hours,"21 Mar 2019, 17:12","Hip-Hop,rap,seen live,underground hip-hop,underground rap,seattle,hip hop,american,pop,male vocalists"
The Strokes,Is This It,Someday,"21 Mar 2019, 17:09","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
The Strokes,Angles,Under Cover of Darkness,"21 Mar 2019, 17:05","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Two Door Cinema Club,Changing of the Seasons,Changing of the Seasons,"21 Mar 2019, 17:01","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
Fall Out Boy,Take This to Your Grave,Grand Theft Autumn / Where Is Your Boy,"21 Mar 2019, 16:51","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Tiny Moving Parts,Swell,Feel Alive,"21 Mar 2019, 16:48","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
The 1975,The 1975,Chocolate,"21 Mar 2019, 15:58","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
The Band CAMINO,My Thoughts on You,2 / 14,"21 Mar 2019, 15:55","indie,alternative,indie rock,pop,indie pop,electronic,alt pop"
The 1975,The 1975,Sex,"21 Mar 2019, 15:52","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
Polyphia,The Most Hated,40oz,"21 Mar 2019, 15:50","Progressive metal,instrumental,math metal,DJENT,metalcore,Progressive rock,math rock,Progressive,post-hardcore,metal"
The New Electric Sound,The New Electric Sound,Suitcase,"21 Mar 2019, 15:28","indie,utah,provo,rock,Salt Lake,Surf,indie rock,pop,USA,Love"
Antarctigo Vespucci,Leavin' La Vida Loca,Losing My MInd,"21 Mar 2019, 15:25","power pop,indie rock,pop punk,alternative rock,seen live,indie,alternative,fun,punk,emo"
Alex Lahey,B-Grade University,Wes Anderson,"21 Mar 2019, 15:21","seen live,indie,indie rock,singer-songwriter,female vocalists,australian,pop punk,australia,rock,punk rock"
Bastille,Bad Blood,Overjoyed,"21 Mar 2019, 15:09","indie,electronic,alternative,british,seen live,House,indie rock,indie pop,pop,alternative rock"
Cold War Kids,Hold My Home,First,"21 Mar 2019, 15:06","indie,indie rock,seen live,alternative,rock,american,alternative rock,California,blues rock,00s"
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,"21 Mar 2019, 15:01","indie,80s,post-punk,new wave,alternative,rock,british,indie rock,alternative rock,indie pop"
Better Off,Reap What You Sow,Bad Habit,"21 Mar 2019, 14:57","emo,pop punk,hardcore,seen live,alternative rock,Pop-punk,beatdown hardcore,american,beatdown,metalcore"
Hippo Campus,Bambi,Bambi,"21 Mar 2019, 14:54","indie pop,indie,pop,Minnesota,indie rock,Minneapolis,seen live,rock,USA,american"
Conor Oberst,"Juliet, Naked (Original Motion Picture Soundtrack)",LAX - Demo,"21 Mar 2019, 14:51","singer-songwriter,indie,folk,seen live,indie rock,Saddle Creek,acoustic,american,folk rock,indie folk"
The Weakerthans,Reconstruction Site,One Great City!,"21 Mar 2019, 14:48","seen live,indie,Canadian,indie rock,rock,alternative,emo,folk,indie pop,punk"
Lana Del Rey,Lust for Life,Tomorrow Never Came (feat. Sean Ono Lennon),"21 Mar 2019, 14:43","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
Death Cab for Cutie,We Have the Facts and We're Voting Yes,405,"21 Mar 2019, 14:39","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Death Cab for Cutie,Narrow Stairs,Your New Twin Sized Bed,"21 Mar 2019, 14:36","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
"Now, Now",Saved,MJ,"21 Mar 2019, 14:32","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
Foxing,Dealer,Weave,"21 Mar 2019, 14:29","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Swearin',Swearin',Kenosha,"21 Mar 2019, 14:26","punk,seen live,indie rock,jortscore,pop punk,indie,punk rock,female vocalists,USA,rock"
Bomb the Music Industry!,Scrambles,25!,"21 Mar 2019, 14:23","ska,punk,ska punk,seen live,punk rock,skacore,hardcore,indie,ska-punk,hardcore punk"
It Looks Sad.,Sky Lake,Bike,"21 Mar 2019, 14:21","emo,post-punk,electronic,indie,indie rock,shoegaze,punk,jangle pop,dream pop,american"
The Pauses,Unbuilding,Digital Detox,"21 Mar 2019, 14:17","indie rock,indie,alternative,alternative rock,florida,Metric,friendfeed,jason kupfer,tierney tough,electronic"
The National,You Had Your Soul with You,You Had Your Soul With You,"21 Mar 2019, 14:14","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
Empress Of,Us,Love for Me,"21 Mar 2019, 14:10","dream pop,seen live,synthpop,indie pop,electronic,electropop,indie,pop,experimental,ethereal"
Procol Harum,A Whiter Shade of Pale,A Whiter Shade of Pale - Original Single Version,"21 Mar 2019, 14:06","Progressive rock,classic rock,rock,60s,psychedelic,Psychedelic Rock,british,oldies,70s,Progressive"
Otis Redding,The Great Otis Redding Sings Soul Ballads,Chained And Bound,"21 Mar 2019, 14:04","soul,rhythm and blues,blues,60s,oldies,motown,rnb,Southern Soul,stax,american"
Daddy Issues,Can We Still Hang,Veronica,"21 Mar 2019, 14:01","garage,USA,Lo-Fi,indie rock,female vocalists,all girl,indie,alternative rock,Surf,american"
Death Cab for Cutie,Codes and Keys,"Stay Young, Go Dancing","21 Mar 2019, 13:58","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Little Tybee,Little Tybee,Abby,"21 Mar 2019, 13:54","indie,indie pop,indie folk,indietronica,orchestra pop,folk,seen live,pop,experimental,jazz"
Frank Turner,The Third Three Years,American Girl,"21 Mar 2019, 13:52","seen live,folk,singer-songwriter,acoustic,british,indie,folk punk,punk,folk rock,rock"
Frank Hamilton,All of #OneSongAWeek,All or Nothing (I Want You),"21 Mar 2019, 13:49","indie,british,folk,Folk Invasion,heartwarming,seen live,pop,rock,alternative,singer-songwriter"
S. Carey,All We Grow,In The Dirt,"21 Mar 2019, 13:43","folk,singer-songwriter,indie,acoustic,alternative,seen live,indie folk,wisconsin,american,ambient"
Pueblo,Nausea,Nausea,"21 Mar 2019, 13:40","Progressive rock,garage,5432fun"
TV Girl,French Exit,Birds Dont Sing,"21 Mar 2019, 13:36","Lo-Fi,indie,chillwave,indie pop,pop,san diego,american,dream pop,BIRP,seen live"
Hand Habits,placeholder,placeholder,"21 Mar 2019, 13:36","american,bedroom,Bandcamp"
Cage the Elephant,Thank You Happy Birthday,Flow,"21 Mar 2019, 02:02","indie rock,alternative,rock,indie,punk rock,seen live,alternative rock,Garage Rock,american,punk"
Chris Staples,Room Full of Strangers,Room Full of Strangers,"21 Mar 2019, 01:59","seen live,folk,singer-songwriter,Christian Indie,indie,acoustic,american,emo,indie rock,Lo-Fi"
The Hold Steady,The Stove & The Toaster b/w Star 18,The Stove & The Toaster,"21 Mar 2019, 01:55","seen live,indie rock,rock,indie,alternative,alternative rock,new york,post-punk,american,Minnesota"
Bo En,Pale Machine Expansion Pack Singles,Money Won't Pay,"21 Mar 2019, 01:51","electronic,experimental,pop,japanese,Introverted Maximalist Pop,art pop,electropop,vocal,british,england"
The Voidz,Virtue,Lazy Boy,"21 Mar 2019, 01:47","Experimental Rock,indie rock,Neo-Psychedelia,synth punk,hypnagogic pop,alternative rock,experimental,art rock,rock,new york"
Better Off,Reap What You Sow,Bad Habit,"21 Mar 2019, 01:43","emo,pop punk,hardcore,seen live,alternative rock,Pop-punk,beatdown hardcore,american,beatdown,metalcore"
Fire is Motion,"Still, I Try",Ringside,"21 Mar 2019, 01:41","folk,acoustic,indie,indie folk,discover,cap'n jazz,BIRP"
Mourners,American Sign Language,American Sign Language,"21 Mar 2019, 01:37",
lunar vacation,Swell,Blue Honey,"21 Mar 2019, 01:36","indie,female vocalists,dream pop,rock"
Hand Habits,placeholder,placeholder,"20 Mar 2019, 22:12","american,bedroom,Bandcamp"
Better Oblivion Community Center,Better Oblivion Community Center,Dylan Thomas,"20 Mar 2019, 22:08","folk,indie,seen live,indie rock,singer-songwriter,Phoebe Bridgers,indie folk,conor oberst,rock,folk rock"
Better Oblivion Community Center,Better Oblivion Community Center,Sleepwalkin',"20 Mar 2019, 21:49","folk,indie,seen live,indie rock,singer-songwriter,Phoebe Bridgers,indie folk,conor oberst,rock,folk rock"
Better Oblivion Community Center,Better Oblivion Community Center,Didn't Know What I Was In For,"20 Mar 2019, 21:45","folk,indie,seen live,indie rock,singer-songwriter,Phoebe Bridgers,indie folk,conor oberst,rock,folk rock"
Phoebe Bridgers,Stranger in the Alps,Motion Sickness,"20 Mar 2019, 21:40","folk,singer-songwriter,indie,seen live,acoustic,indie folk,female vocalists,american,indie pop,alternative"
Phoebe Bridgers,Stranger in the Alps,Scott Street,"20 Mar 2019, 21:35","folk,singer-songwriter,indie,seen live,acoustic,indie folk,female vocalists,american,indie pop,alternative"
Death Cab for Cutie,Transatlanticism,Passenger Seat,"20 Mar 2019, 21:27","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
The Strokes,Is This It,Last Nite,"20 Mar 2019, 21:23","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Say Anything,Is A Real Boy,A Walk Through Hell,"20 Mar 2019, 21:20","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
The Hotelier,"Home, Like Noplace Is There",Dendron,"20 Mar 2019, 21:15","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Taylor Swift,Speak Now,Enchanted,"20 Mar 2019, 21:09","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
Fleetwood Mac,Fleetwood Mac,Landslide,"20 Mar 2019, 21:05","classic rock,rock,70s,blues,pop,blues rock,soft rock,80s,female vocalists,british"
Wilco,Being There,Dreamer in My Dreams,"20 Mar 2019, 20:57","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,The Lonely 1,"20 Mar 2019, 20:52","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Why Would You Wanna Live,"20 Mar 2019, 20:48","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,(Was I) In Your Dreams,"20 Mar 2019, 20:44","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Kingpin,"20 Mar 2019, 20:39","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Someone Else's Song,"20 Mar 2019, 20:36","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Outta Mind (Outta Sight),"20 Mar 2019, 20:16","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Someday Soon,"20 Mar 2019, 20:14","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Sunken Treasure,"20 Mar 2019, 20:07","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Say You Miss Me,"20 Mar 2019, 20:03","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Wilco,Being There,Hotel Arizona,"20 Mar 2019, 19:59","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
