artist,album,song,listen_date,genre
Transit,Joyride,The Only One,"19 Sep 2017, 00:43","pop punk,post-rock,indie,seen live,belgian,instrumental,punk,emo,rock,melodic hardcore"
Neon Trees,Habits,Animal,"19 Sep 2017, 00:40","indie,indie rock,alternative,alternative rock,pop,seen live,rock,american,pop rock,new wave"
Maroon 5,Hands All Over (Deluxe),Never Gonna Leave This Bed,"19 Sep 2017, 00:36","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Ed Sheeran,+,Little Bird - Deluxe Edition,"19 Sep 2017, 00:34","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
The Beatles,Help! (Remastered),I've Just Seen A Face - Remastered,"18 Sep 2017, 22:29","classic rock,rock,british,60s,pop,psychedelic,The Beatles,oldies,Psychedelic Rock,beatles"
Ke$ha,Rainbow,Let 'Em Talk,"18 Sep 2017, 21:16","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Grouplove,Spreading Rumours,Schoolboy,"18 Sep 2017, 21:13","indie,indie rock,indie pop,alternative,rock,seen live,american,alternative rock,pop,male vocalists"
Joyce Manor,Never Hungover Again,Heart Tattoo,"18 Sep 2017, 21:11","punk,pop punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
Phoenix,Wolfgang Amadeus Phoenix,1901,"18 Sep 2017, 21:07","indie,french,indie pop,seen live,electronic,rock,indie rock,alternative,pop,alternative rock"
The Killers,Hot Fuss,Somebody Told Me,"18 Sep 2017, 21:03","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Sam Hunt,Between The Pines (Acoustic Mixtape),Leave The Night On - Acoustic Mixtape,"18 Sep 2017, 20:29","country,pop,farting,racist,fart,Flatulence,coprophagia,KKK Country,racist country,singer-songwriter"
Elvis Presley,Blue Hawaii,Can't Help Falling in Love,"18 Sep 2017, 20:24","rock n roll,classic rock,rock,oldies,Rock and Roll,rockabilly,50s,60s,pop,american"
Frank Sinatra,Sinatra/Basie: The Complete Reprise Studio Recordings,Fly Me to the Moon,"18 Sep 2017, 20:21","jazz,swing,oldies,vocal jazz,easy listening,male vocalists,american,frank sinatra,Big Band,pop"
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),With A Little Help From My Friends - remastered,"18 Sep 2017, 20:18","classic rock,rock,british,60s,pop,psychedelic,The Beatles,oldies,Psychedelic Rock,beatles"
The Beatles,Help! (Remastered),I've Just Seen A Face - Remastered,"18 Sep 2017, 20:16","classic rock,rock,british,60s,pop,psychedelic,The Beatles,oldies,Psychedelic Rock,beatles"
The Beatles,Let It Be (remastered),Let It Be - Remastered,"18 Sep 2017, 20:12","classic rock,rock,british,60s,pop,psychedelic,The Beatles,oldies,Psychedelic Rock,beatles"
The Beatles,1 (Remastered),Hey Jude - Remastered 2015,"18 Sep 2017, 20:07","classic rock,rock,british,60s,pop,psychedelic,The Beatles,oldies,Psychedelic Rock,beatles"
Zox,Line In The Sand,Goodnight,"18 Sep 2017, 20:02","seen live,ska,alternative,reggae,indie,poppy ska-ey reggae-ey music with a violin,rock,indie rock,alternative rock,Awesome"
Bastille,Bad Blood,Pompeii,"18 Sep 2017, 20:00","indie,electronic,alternative,british,seen live,House,indie rock,pop,indie pop,alternative rock"
Sleeper Agent,Celabrasion,Get Burned,"18 Sep 2017, 19:51","indie rock,Garage Rock,post-punk,rock,indie,seen live,alternative,alternative rock,kentucky,All"
Taylor Swift,Speak Now World Tour Live,Drops Of Jupiter - Live/2011,"18 Sep 2017, 19:46","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
TLC,FanMail,No Scrubs,"18 Sep 2017, 15:42","rnb,Hip-Hop,female vocalists,pop,soul,90s,hip hop,r&b,tlc,american"
School of Seven Bells,Disconnect From Desire,Windstorm,"18 Sep 2017, 15:37","shoegaze,dream pop,electronic,experimental,psychedelic,seen live,indie,female vocalists,american,electronica"
Pixies,Bossanova,Allison,"18 Sep 2017, 15:36","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
Neon Trees,I Love You (But I Hate Your Friends),I Love You (But I Hate Your Friends),"18 Sep 2017, 15:32","indie,indie rock,alternative,alternative rock,pop,seen live,rock,american,pop rock,new wave"
Hoku,Hoku,How Do I Feel,"18 Sep 2017, 15:29","pop,female vocalists,american,teen pop,female,guilty pleasure,female vocalist,Hawaiian,hoku,bubblegum"
Something Corporate,Leaving Through the Window,Hurricane,"18 Sep 2017, 15:25","emo,piano rock,rock,alternative,indie,seen live,alternative rock,punk,pop punk,something corporate"
OneRepublic,Native (Deluxe),Life in Color,"18 Sep 2017, 15:23","rock,pop rock,alternative,alternative rock,indie,pop,american,piano rock,seen live,male vocalists"
Deer Tick,Divine Providence [Spotify Exclusive Version],The Bump,"18 Sep 2017, 15:17","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
Wilco,The Whole Love,I Might,"18 Sep 2017, 15:12","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Brandon Flowers,Flamingo (deluxe edition),Welcome to Fabulous Las Vegas,"18 Sep 2017, 15:07","indie,alternative rock,indie rock,singer-songwriter,rock,seen live,alternative,male vocalists,pop,american"
Florida Georgia Line,Here's to the Good Times,Round Here,"18 Sep 2017, 15:03","country,country rock,Southern Rock,male vocalists,Donald Trump,KKK Country,racist country,scat fetish,fart fetish,the epitome of disgrace"
Vampire Weekend,Vampire Weekend,A-Punk,"18 Sep 2017, 15:00","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Flogging Molly,Drunken Lullabies,If I Ever Leave This World Alive,"18 Sep 2017, 14:57","seen live,irish,punk,folk,punk rock,rock,folk punk,Irish Punk,celtic punk,celtic"
LFO,LFO,Summer Girls,"18 Sep 2017, 14:53","techno,electronic,idm,electronica,Warp,electro,pop,ambient,seen live,experimental"
Something Corporate,Leaving Through the Window,I Woke Up In A Car,"18 Sep 2017, 14:42","emo,piano rock,rock,alternative,indie,seen live,alternative rock,punk,pop punk,something corporate"
Fall Out Boy,Infinity On High (Deluxe Edition),Thriller,"18 Sep 2017, 14:42","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Air Traffic Controller,Nordo,"Hurry, Hurry","18 Sep 2017, 14:42","indie rock,indie pop,indie,pop,All,american,boston,Massachusetts,geohash:drt2yzj19cgn,SXSW 2014"
Angels & Airwaves,I-Empire,Everything's Magic,"18 Sep 2017, 14:38","alternative,alternative rock,rock,punk rock,emo,seen live,space rock,indie,pop punk,punk"
Britney Spears,Oops!... I Did It Again,Lucky,"18 Sep 2017, 14:33","pop,dance,female vocalists,Britney Spears,legend,american,seen live,sexy,female,90s"
Streetlight Manifesto,Somewhere In The Between,We Will Fall Together,"18 Sep 2017, 14:29","ska,ska punk,seen live,punk,ska-punk,skacore,punk rock,third wave ska,indie,rock"
B.o.B,B.o.B Presents: The Adventures of Bobby Ray (Explicit),The Kids (feat. Janelle MonÌÁe),"18 Sep 2017, 14:25","Hip-Hop,rap,hip hop,Dirty South,atlanta,seen live,american,pop,male vocalists,alternative hip-hop"
Arctic Monkeys,AM,R U Mine?,"18 Sep 2017, 14:22","indie rock,indie,british,rock,alternative,seen live,alternative rock,britpop,arctic monkeys,Garage Rock"
Vampire Weekend,Vampire Weekend,Oxford Comma,"18 Sep 2017, 14:19","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Zac Brown Band,The Foundation,Chicken Fried,"18 Sep 2017, 14:14","country,modern country,zac brown band,Southern Country,Country Favorites,Love,country rock,Southern Rock,male vocalists,rock"
Wilco,Summerteeth,Can't Stand It,"18 Sep 2017, 14:10","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
The Naked and Famous,"Passive Me, Aggressive You",All of This,"18 Sep 2017, 14:06","indie,electronic,indie pop,Electro Pop,New Zealand,seen live,electropop,female vocalists,alternative,synthpop"
Kings of Leon,Only by the Night,Use Somebody,"18 Sep 2017, 14:03","rock,indie,indie rock,alternative,seen live,Southern Rock,alternative rock,american,Garage Rock,kings of leon"
Foster the People,Torches,Helena Beat,"18 Sep 2017, 13:57","indie,indie pop,alternative,american,seen live,los angeles,indie rock,pop,electronic,rock"
Goo Goo Dolls,Dizzy Up the Girl,Black Balloon,"18 Sep 2017, 13:54","rock,alternative rock,alternative,90s,pop,seen live,indie,goo goo dolls,pop rock,american"
Queen,A Night At The Opera (Deluxe Remastered Version),You're My Best Friend,"18 Sep 2017, 13:51","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
Coldplay,Mylo Xyloto,Hurts Like Heaven,"18 Sep 2017, 13:47","rock,alternative,britpop,alternative rock,indie,british,seen live,Coldplay,pop,indie rock"
Boyce Avenue,New Acoustic Sessions,Teenage Dream,"18 Sep 2017, 13:43","acoustic,alternative,rock,indie,youtube,cover,alternative rock,pop rock,seen live,boyce avenue"
Cake,Fashion Nugget,Stickshifts And Safetybelts,"18 Sep 2017, 13:41","alternative,rock,indie,alternative rock,indie rock,seen live,Cake,90s,pop,funk"
The New Pornographers,Together,A Bite Out of my Bed,"18 Sep 2017, 13:37","indie,indie rock,seen live,Canadian,indie pop,alternative,power pop,rock,pop,canada"
Matchbox Twenty,Mad Season,If You're Gone,"18 Sep 2017, 13:33","rock,alternative rock,alternative,90s,pop,pop rock,seen live,matchbox twenty,american,indie"
The Lonely Island,Incredibad,I'm on a Boat,"18 Sep 2017, 13:29","comedy,rap,Hip-Hop,parody,funny,american,hip hop,comedy rap,garfield sex music,Awesome"
The Strokes,First Impressions of Earth,Razorblade,"18 Sep 2017, 13:27","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
The Naked and Famous,"Passive Me, Aggressive You",Punching in a Dream,"18 Sep 2017, 13:23","indie,electronic,indie pop,Electro Pop,New Zealand,seen live,electropop,female vocalists,alternative,synthpop"
Churchill,The War Within - EP,Change,"18 Sep 2017, 13:19","indie,folk,seen live,american,rock,mashup,Denver,alternative,folk rock,indie folk"
Stereophonics,Language.Sex.Violence.Other?,Dakota,"18 Sep 2017, 13:09","rock,britpop,indie,alternative,indie rock,seen live,british,alternative rock,welsh,Stereophonics"
Green Day,Nimrod,Nice Guys Finish Last,"18 Sep 2017, 01:15","punk rock,rock,punk,alternative,pop punk,seen live,alternative rock,green day,american,pop"
Ke$ha,Warrior (Deluxe Version),Dirty Love,"18 Sep 2017, 01:12","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Goo Goo Dolls,Let Love In,Better Days,"18 Sep 2017, 01:08","rock,alternative rock,alternative,90s,pop,seen live,indie,goo goo dolls,pop rock,american"
The New Pornographers,Together,A Bite Out of my Bed,"18 Sep 2017, 01:05","indie,indie rock,seen live,Canadian,indie pop,alternative,power pop,rock,pop,canada"
Churchill,The War Within - EP,Change,"18 Sep 2017, 01:02","indie,folk,seen live,american,rock,mashup,Denver,alternative,folk rock,indie folk"
The Strokes,First Impressions of Earth,Razorblade,"18 Sep 2017, 00:58","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Mumford & Sons,Babel (Deluxe Edition),I Will Wait,"18 Sep 2017, 00:54","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,Alt-country"
Zac Brown Band,The Foundation,Chicken Fried,"18 Sep 2017, 00:50","country,modern country,zac brown band,Southern Country,Country Favorites,Love,country rock,Southern Rock,male vocalists,rock"
Spoon,Gimme Fiction,I Summon You,"18 Sep 2017, 00:46","indie,indie rock,seen live,alternative,rock,indie pop,alternative rock,american,austin,spoon"
Christina Perri,burning gold,Burning Gold,"18 Sep 2017, 00:42","female vocalists,pop,singer-songwriter,indie,rock,american,indie pop,soul,christina perri,female vocalist"
Something Corporate,Leaving Through the Window,Hurricane,"18 Sep 2017, 00:38","emo,piano rock,rock,alternative,indie,seen live,alternative rock,punk,pop punk,something corporate"
Queen,A Night At The Opera (Deluxe Remastered Version),You're My Best Friend,"18 Sep 2017, 00:35","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
Ed Sheeran,x (Deluxe Edition),I'm a Mess,"18 Sep 2017, 00:31","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Something Corporate,Leaving Through the Window,I Woke Up In A Car,"18 Sep 2017, 00:27","emo,piano rock,rock,alternative,indie,seen live,alternative rock,punk,pop punk,something corporate"
Wilco,The Whole Love,I Might,"18 Sep 2017, 00:23","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Neon Trees,I Love You (But I Hate Your Friends),I Love You (But I Hate Your Friends),"18 Sep 2017, 00:20","indie,indie rock,alternative,alternative rock,pop,seen live,rock,american,pop rock,new wave"
Air Traffic Controller,Nordo,Ready or Not,"18 Sep 2017, 00:16","indie rock,indie pop,indie,pop,All,american,boston,Massachusetts,geohash:drt2yzj19cgn,SXSW 2014"
Daft Punk,Discovery,Aerodynamic,"18 Sep 2017, 00:12","electronic,dance,House,electronica,techno,french,electro,seen live,alternative,Daft Punk"
School of Seven Bells,Disconnect From Desire,Windstorm,"18 Sep 2017, 00:08","shoegaze,dream pop,electronic,experimental,psychedelic,seen live,indie,female vocalists,american,electronica"
Cody Simpson,Surfboard,Surfboard,"18 Sep 2017, 00:05","pop,australian,male vocalists,Cody Simpson,rnb,teen pop,justin bieber,pop rock,r&b,dance"
Arctic Monkeys,AM,R U Mine?,"18 Sep 2017, 00:02","indie rock,indie,british,rock,alternative,seen live,alternative rock,britpop,arctic monkeys,Garage Rock"
Kid Astray,No Easy Way Out,No Easy Way Out,"17 Sep 2017, 23:59","indie,indie pop,norwegian,pop,Norway,female vocalists,seen live,electropop,rock,Norge"
Wilco,Summerteeth,Can't Stand It,"17 Sep 2017, 23:55","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
The Apples in Stereo,Travellers In Space and Time,Dance Floor,"17 Sep 2017, 23:51","indie,indie pop,Elephant 6,indie rock,Lo-Fi,seen live,pop,rock,alternative,psychedelic"
Kanye West,Yeezus,Bound 2,"17 Sep 2017, 23:46","Hip-Hop,rap,hip hop,rnb,Kanye West,seen live,Gay Fish,american,pop,chicago"
Stereophonics,Language.Sex.Violence.Other?,Dakota,"17 Sep 2017, 23:42","rock,britpop,indie,alternative,indie rock,seen live,british,alternative rock,welsh,Stereophonics"
The Rolling Stones,Hot Rocks (1964-1971) [Remastered],Jumpin' Jack Flash,"17 Sep 2017, 23:06","classic rock,rock,british,60s,blues,seen live,blues rock,70s,hard rock,Rock and Roll"
Tokyo Police Club,Champ,Bambi,"17 Sep 2017, 23:03","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Guster,Keep It Together,Amsterdam,"17 Sep 2017, 22:59","indie,seen live,alternative,rock,indie rock,alternative rock,acoustic,indie pop,guster,favorites"
The 1975,The 1975 (Deluxe Version),Girls,"17 Sep 2017, 22:55","indie,indie rock,british,seen live,alternative,Manchester,rock,alternative rock,indie pop,pop"
The Fray,The Fray,You Found Me,"17 Sep 2017, 22:50","alternative,rock,piano rock,indie,alternative rock,indie rock,pop rock,seen live,piano,american"
The Unlikely Candidates,Follow My Feet,Follow My Feet,"17 Sep 2017, 22:47","rock,alternative,indie rock,alternative rock,seen live,indie,male vocalists,texas,sxsw 2016"
The Killers,Day & Age,Spaceman,"17 Sep 2017, 22:10","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Fall Out Boy,Take This to Your Grave,Grand Theft Autumn/Where Is Your Boy,"17 Sep 2017, 22:06","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Owl City,Ocean Eyes,Fireflies,"17 Sep 2017, 22:02","electronic,indie,powerpop,electronica,cute,pop,synthpop,electropop,american,Owl City"
The 1975,"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It",The Sound,"17 Sep 2017, 21:46","indie,indie rock,british,seen live,alternative,Manchester,rock,alternative rock,indie pop,pop"
blink-182,Blink-182 (Explicit Version) [Explicit Version],Feeling This,"17 Sep 2017, 21:42","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Ke$ha,Warrior (Deluxe Version),Thinking of You,"17 Sep 2017, 21:39","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Walk the Moon,Walk the Moon,Tightrope,"17 Sep 2017, 21:36","indie rock,indie,indie pop,american,seen live,alternative,rock,pop,alternative rock,male vocalists"
Pitbull,Global Warming: Meltdown (Deluxe Version),Timber,"17 Sep 2017, 21:32","Hip-Hop,rap,Reggaeton,hip hop,Crunk,dance,pop,Pitbull,latin,male vocalists"
Paramore,After Laughter,HarD TiMEs,"17 Sep 2017, 21:29","rock,pop punk,alternative,female vocalists,emo,seen live,alternative rock,punk,Paramore,pop rock"
Griz,Rebel Era,DTW to DIA (the travels of Mr. B),"17 Sep 2017, 21:24","dubstep,electronic,instrumental,glitch-hop,chillout,seen live,glitch,future funk,funk,glitch hop"
MCCAFFERTY,Beachboy,Dead-Bird,"17 Sep 2017, 21:21","indie,punk,emo,pop punk,folk punk,alternative rock,folk,indie rock,acoustic,dancepunk"
Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",I Bet You Look Good on the Dancefloor,"17 Sep 2017, 21:18","indie rock,indie,british,rock,alternative,seen live,alternative rock,britpop,arctic monkeys,Garage Rock"
Timeflies,Are We There Yet,Are We There Yet,"17 Sep 2017, 21:12","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
